P,Player,Week,Team,Opp,Opp Rank,FDSal,,DK Salary,FD Points,DK Points,DK Multiplier
WR,Cedrick Wilson,12,DAL,LV,4,5600,3500,3.5,13.9,20.4,5.8
WR,Tee Higgins,14,CIN,SF,14,6800,6400,6.4,13.9,19.4,3.0
WR,Kendrick Bourne,7,NE,NYJ,3,5300,4400,4.4,13.8,15.8,3.6
WR,Keenan Allen,10,LAC,MIN,27,7200,7000,7,13.8,17.8,2.5
WR,Van Jefferson,14,LAR,ARI,13,6100,5500,5.5,13.8,14.8,2.7
WR,Rashod Bateman,14,BAL,CLE,11,5400,4700,4.7,13.8,20.3,4.3
WR,Mike Williams,17,LAC,DEN,8,6600,6000,6,13.8,15.3,2.6
WR,Brandon Aiyuk,18,SF,LAR,7,6000,5600,5.6,13.7,19.7,3.5
WR,A.J. Green,3,ARI,JAX,21,5500,4500,4.5,13.7,19.2,4.3
WR,Deonte Harris,5,NO,WAS,23,4900,4100,4.1,13.7,14.2,3.5
WR,A.J. Green,14,ARI,LAR,12,5600,5000,5,13.7,20.2,4.0
WR,Amari Cooper,14,DAL,WAS,29,6700,5900,5.9,13.6,16.1,2.7
WR,Ja'Marr Chase,20,CIN,TEN,31,8200,7100,7.1,13.6,19.1,2.7
WR,DJ Moore,18,CAR,TB,11,6100,5800,5.8,13.5,17,2.9
WR,Davante Adams,20,GB,SF,18,8700,8500,8.5,13.5,18,2.1
WR,Chris Conley,16,HOU,LAC,2,4900,3300,3.3,13.5,15,4.5
WR,Hunter Renfrow,4,LV,LAC,2,5600,4600,4.6,13.5,16.5,3.6
WR,Amari Cooper,5,DAL,NYG,10,7100,6100,6.1,13.5,15,2.5
WR,DeAndre Carter,10,WAS,TB,21,5200,3000,3,13.5,15,5.0
WR,Tyler Lockett,11,SEA,ARI,13,6800,6000,6,13.5,18.5,3.1
WR,DJ Moore,11,CAR,WAS,31,6700,5900,5.9,13.5,16,2.7
WR,Mike Williams,13,LAC,CIN,8,6500,5700,5.7,13.5,19,3.3
WR,Jaylen Waddle,13,MIA,NYG,15,6900,6400,6.4,13.5,18,2.8
WR,Chase Claypool,14,PIT,MIN,32,6200,6100,6.1,13.5,17.5,2.9
WR,Christian Kirk,9,ARI,SF,9,6400,5300,5.3,13.42,16.42,3.1
WR,DeAndre Hopkins,2,ARI,MIN,24,8500,8000,8,13.4,15.4,1.9
WR,JuJu Smith-Schuster,2,PIT,LV,12,6000,5700,5.7,13.4,16.4,2.9
WR,CeeDee Lamb,2,DAL,LAC,2,6800,6400,6.4,13.4,17.4,2.7
WR,Marquez Valdes-Scantling,3,GB,SF,5,5400,4000,4,13.4,14.9,3.7
WR,Brandin Cooks,6,HOU,IND,30,6500,5800,5.8,13.4,17.9,3.1
WR,Jamison Crowder,11,NYJ,MIA,27,5700,4700,4.7,13.4,16.4,3.5
WR,Mike Evans,13,TB,ATL,23,7400,6700,6.7,13.4,16.9,2.5
WR,Davante Adams,15,GB,BAL,18,8500,8900,8.9,13.4,16.4,1.8
WR,Byron Pringle,2,KC,BAL,21,4700,3200,3.2,13.3,14.3,4.5
WR,Tee Higgins,21,CIN,KC,22,6400,5700,5.7,13.3,19.3,3.4
WR,Mike Evans,10,TB,WAS,31,7400,6900,6.9,13.2,14.2,2.1
WR,Deebo Samuel,2,SF,PHI,1,6900,6700,6.7,13.1,16.1,2.4
WR,Michael Gallup,12,DAL,LV,4,6500,5900,5.9,13.1,18.6,3.2
WR,Van Jefferson,13,LAR,JAX,19,5800,5300,5.3,13.1,16.1,3.0
WR,Diontae Johnson,17,PIT,CLE,12,7600,7400,7.4,13.1,17.1,2.3
WR,Tee Higgins,20,CIN,TEN,31,6400,5700,5.7,13.1,16.6,2.9
WR,T.Y. Hilton,16,IND,ARI,26,5400,3900,3.9,13.1,15.1,3.9
WR,Dante Pettis,7,NYG,CAR,12,5200,3000,3,13.04,15.54,5.2
WR,Tee Higgins,2,CIN,CHI,30,6000,5400,5.4,13,17,3.1
WR,Sterling Shepard,2,NYG,WAS,25,6100,5500,5.5,13,17.5,3.2
WR,Darnell Mooney,6,CHI,GB,11,5600,4300,4.3,13,15.5,3.6
WR,Christian Kirk,7,ARI,HOU,5,6200,5300,5.3,13,15,2.8
WR,Darius Slayton,2,NYG,WAS,25,5200,4000,4,12.9,14.4,3.6
WR,Adam Thielen,2,MIN,ARI,8,7600,7100,7.1,12.9,15.9,2.2
WR,Jakobi Meyers,10,NE,CLE,18,5500,4800,4.8,12.9,14.9,3.1
WR,Keelan Cole,18,NYJ,BUF,1,5100,3400,3.4,12.9,14.4,4.2
WR,Allen Lazard,16,GB,CLE,10,5200,4100,4.1,12.8,13.8,3.4
WR,Joshua Palmer,16,LAC,HOU,20,4900,3300,3.3,12.8,15.3,4.6
WR,Keenan Allen,2,LAC,DAL,27,7400,7000,7,12.8,17.8,2.5
WR,Robert Woods,4,LAR,ARI,23,6200,5300,5.3,12.8,14.8,2.8
WR,Jakobi Meyers,4,NE,TB,32,5700,5200,5.2,12.8,16.8,3.2
WR,Diontae Johnson,8,PIT,CLE,23,7500,6700,6.7,12.8,15.8,2.4
WR,Jamal Agnew,8,JAX,SEA,13,5300,3700,3.7,12.8,15.8,4.3
WR,Diontae Johnson,14,PIT,MIN,32,7800,7100,7.1,12.8,15.3,2.2
WR,Gabriel Davis,14,BUF,TB,13,4800,3500,3.5,12.8,15.3,4.4
WR,Quez Watkins,2,PHI,SF,7,4800,3200,3.2,12.7,16.7,5.2
WR,Cooper Kupp,5,LAR,SEA,22,8400,7900,7.9,12.7,16.2,2.1
WR,Corey Davis,7,NYJ,NE,15,5900,5200,5.2,12.7,14.7,2.8
WR,Ashton Dulin,12,IND,TB,12,4800,3000,3,12.7,13.2,4.4
WR,K.J. Osborn,13,MIN,DET,12,5000,3400,3.4,12.7,14.7,4.3
WR,Justin Jefferson,15,MIN,CHI,29,8800,8000,8,12.7,14.7,1.8
WR,Mike Evans,17,TB,NYJ,9,7700,7000,7,12.7,14.7,2.1
WR,Marquez Callaway,17,NO,CAR,6,5700,4600,4.6,12.7,15.7,3.4
WR,A.J. Brown,6,TEN,BUF,1,6600,6100,6.1,12.6,16.1,2.6
WR,Sterling Shepard,6,NYG,LAR,17,6200,5000,5,12.6,17.6,3.5
WR,DeAndre Carter,8,WAS,DEN,9,4800,3000,3,12.6,14.1,4.7
WR,Albert Wilson,10,MIA,BAL,10,4700,3000,3,12.6,14.6,4.9
WR,Byron Pringle,10,KC,LV,3,5200,3400,3.4,12.6,14.6,4.3
WR,Jarvis Landry,14,CLE,BAL,22,6400,5400,5.4,12.6,15.1,2.8
WR,Brandon Aiyuk,3,SF,GB,11,5500,4900,4.9,12.5,14.5,3.0
WR,Stefon Diggs,8,BUF,MIA,30,7300,8100,8.1,12.5,15,1.9
WR,DeVante Parker,8,MIA,BUF,1,5700,4900,4.9,12.5,16.5,3.4
WR,Marcus Johnson,10,TEN,NO,30,4900,3000,3,12.5,18,6.0
WR,Nelson Agholor,11,NE,ATL,25,5200,3600,3.6,12.5,15,4.2
WR,K.J. Osborn,17,MIN,GB,15,6300,5500,5.5,12.5,14,2.5
WR,Joshua Palmer,18,LAC,LV,2,5100,3500,3.5,12.5,14.5,4.1
WR,Tim Patrick,18,DEN,KC,25,5500,4500,4.5,12.5,15.5,3.4
WR,Michael Pittman Jr.,16,IND,ARI,26,6400,5000,5,12.5,16.5,3.3
WR,Braxton Berrios,16,NYJ,JAX,24,5300,3500,3.5,12.5,15,4.3
WR,Keenan Allen,17,LAC,DEN,8,7300,7500,7.5,12.4,14.4,1.9
WR,Odell Beckham Jr.,17,LAR,BAL,29,6500,5700,5.7,12.4,14.9,2.6
WR,Ja'Marr Chase,2,CIN,CHI,30,5500,5000,5,12.4,13.4,2.7
WR,DJ Chark Jr.,3,JAX,ARI,24,5800,5300,5.3,12.4,13.9,2.6
WR,Tim Patrick,5,DEN,PIT,28,6000,4700,4.7,12.4,15.9,3.4
WR,Jamison Crowder,8,NYJ,CIN,11,5600,4800,4.8,12.4,17.4,3.6
WR,Tre'Quan Smith,10,NO,TEN,32,5500,4300,4.3,12.4,14.4,3.3
WR,Deebo Samuel,14,SF,CIN,16,8500,8000,8,12.4,12.9,1.6
WR,Zach Pascal,2,IND,LAR,3,5100,4400,4.4,12.3,14.8,3.4
WR,Tim Patrick,3,DEN,NYJ,4,5900,4900,4.9,12.3,14.8,3.0
WR,Van Jefferson,7,LAR,DET,9,5500,3500,3.5,12.3,14.3,4.1
WR,Jaylen Waddle,9,MIA,HOU,22,6100,5600,5.6,12.3,16.3,2.9
WR,DJ Moore,12,CAR,MIA,30,6700,6200,6.2,12.3,17.3,2.8
WR,Jakobi Meyers,12,NE,TEN,32,5700,5000,5,12.3,14.8,3.0
WR,Breshad Perriman,14,TB,BUF,1,4500,3000,3,12.3,12.8,4.3
WR,Rondale Moore,5,ARI,SF,17,5200,4600,4.6,12.2,14.7,3.2
WR,Jarvis Landry,11,CLE,DET,17,6300,5100,5.1,12.2,14.2,2.8
WR,Mecole Hardman,20,KC,BUF,1,5300,3900,3.9,12.2,12.7,3.3
WR,Diontae Johnson,16,PIT,KC,12,7400,7500,7.5,12.1,16.1,2.1
WR,Demarcus Robinson,2,KC,BAL,21,4700,3800,3.8,12.1,13.6,3.6
WR,Marquez Callaway,3,NO,NE,7,5400,4100,4.1,12.1,14.1,3.4
WR,Mecole Hardman,5,KC,BUF,1,5300,4000,4,12.1,16.6,4.2
WR,Demarcus Robinson,6,KC,WAS,28,5000,3300,3.3,12.1,13.6,4.1
WR,Nelson Agholor,7,NE,NYJ,3,5500,3700,3.7,12.1,13.1,3.5
WR,Jarvis Landry,12,CLE,BAL,20,6200,4800,4.8,12.1,19.1,4.0
WR,Michael Gallup,13,DAL,NO,26,6500,5200,5.2,12.1,14.6,2.8
WR,Robert Woods,7,LAR,DET,9,6800,6400,6.4,12,15,2.3
WR,Gabriel Davis,10,BUF,NYJ,8,4900,3400,3.4,12,16.5,4.9
WR,Brandin Cooks,12,HOU,NYJ,24,6500,5800,5.8,12,13.5,2.3
WR,Keenan Allen,12,LAC,DEN,17,7000,7400,7.4,12,15.5,2.1
WR,Brandon Aiyuk,16,SF,TEN,31,5800,5800,5.8,12,14,2.4
WR,Diontae Johnson,19,PIT,KC,22,7200,6700,6.7,11.9,14.4,2.1
WR,Tavon Austin,16,JAX,NYJ,10,4800,3100,3.1,11.9,14.9,4.8
WR,Brandon Zylstra,2,CAR,NO,4,4500,3000,3,11.9,13.4,4.5
WR,A.J. Green,2,ARI,MIN,24,5300,3700,3.7,11.9,13.4,3.6
WR,Elijah Moore,10,NYJ,BUF,1,5700,4700,4.7,11.9,13.4,2.9
WR,Chase Claypool,11,PIT,LAC,2,6200,5900,5.9,11.9,14.4,2.4
WR,Lil'Jordan Humphrey,13,NO,DAL,27,4700,3100,3.1,11.9,12.9,4.2
WR,Sammy Watkins,13,BAL,PIT,24,5500,4200,4.2,11.9,13.9,3.3
WR,Jaylen Waddle,3,MIA,LV,19,5500,4600,4.6,11.8,17.8,3.9
WR,Bryan Edwards,7,LV,PHI,7,5200,4100,4.1,11.8,13.3,3.2
WR,Jaylen Waddle,7,MIA,ATL,23,5900,5600,5.6,11.8,15.3,2.7
WR,Mike Evans,8,TB,NO,22,7500,7000,7,11.8,12.8,1.8
WR,Kendrick Bourne,17,NE,JAX,18,5500,5000,5,11.8,14.3,2.9
WR,Laquon Treadwell,17,JAX,NE,5,5200,4000,4,11.7,14.7,3.7
WR,Scotty Miller,18,TB,CAR,6,5200,4000,4,11.7,12.2,3.1
WR,Odell Beckham Jr.,16,LAR,MIN,32,6600,5300,5.3,11.7,13.7,2.6
WR,Tim Patrick,6,DEN,LV,3,6100,5100,5.1,11.7,13.2,2.6
WR,Ja'Marr Chase,6,CIN,DET,10,7800,6700,6.7,11.7,13.7,2.0
WR,Tee Higgins,8,CIN,NYJ,4,6300,5200,5.2,11.7,13.7,2.6
WR,Robby Anderson,10,CAR,ARI,19,5200,4400,4.4,11.7,13.7,3.1
WR,Tim Patrick,15,DEN,CIN,17,5500,4500,4.5,11.7,13.2,2.9
WR,Tyler Boyd,3,CIN,PIT,22,5600,4700,4.7,11.6,13.6,2.9
WR,Parris Campbell,6,IND,HOU,5,4900,3400,3.4,11.6,12.1,3.6
WR,Emmanuel Sanders,6,BUF,TEN,32,6800,5400,5.4,11.6,14.1,2.6
WR,Ja'Marr Chase,8,CIN,NYJ,4,8200,7500,7.5,11.6,13.1,1.7
WR,Tyler Boyd,17,CIN,KC,12,6200,5400,5.4,11.6,13.6,2.5
WR,Hunter Renfrow,16,LV,DEN,8,7100,6800,6.8,11.5,13,1.9
WR,Calvin Ridley,4,ATL,WAS,29,7200,7000,7,11.5,15,2.1
WR,Cyril Grayson,8,TB,NO,22,1,3000,3,11.5,12,4.0
WR,Stefon Diggs,9,BUF,JAX,24,7600,7700,7.7,11.5,14.5,1.9
WR,Ja'Marr Chase,11,CIN,LV,6,7700,7200,7.2,11.5,13,1.8
WR,Donovan Peoples-Jones,14,CLE,BAL,22,5200,3900,3.9,11.5,14,3.6
WR,Stefon Diggs,15,BUF,CAR,5,7800,7700,7.7,11.5,13.5,1.8
WR,DJ Moore,14,CAR,ATL,25,6800,6200,6.2,11.4,14.4,2.3
WR,Brandon Aiyuk,17,SF,HOU,20,5900,5900,5.9,11.4,13.4,2.3
WR,Byron Pringle,20,KC,BUF,1,5700,4200,4.2,11.4,13.9,3.3
WR,Marvin Jones Jr.,16,JAX,NYJ,10,5600,4400,4.4,11.4,15.4,3.5
WR,Chris Moore,18,HOU,TEN,30,4900,3000,3,11.3,12.8,4.3
WR,Terry McLaurin,18,WAS,NYG,16,6700,6200,6.2,11.3,13.3,2.1
WR,Nick Westbrook-Ikhine,3,TEN,IND,30,4500,3000,3,11.3,14.3,4.8
WR,Tyreek Hill,5,KC,BUF,1,8500,8900,8.9,11.3,14.8,1.7
WR,Davante Adams,10,GB,SEA,11,8700,7900,7.9,11.3,14.8,1.9
WR,Amon-Ra St. Brown,14,DET,DEN,8,5800,5000,5,11.3,15.3,3.1
WR,Justin Jefferson,12,MIN,SF,7,8100,8300,8.3,11.26,13.26,1.6
WR,Tim Patrick,2,DEN,JAX,16,5400,4600,4.6,11.2,12.7,2.8
WR,Odell Beckham Jr.,3,CLE,CHI,29,6500,5300,5.3,11.2,13.7,2.6
WR,DeVonta Smith,5,PHI,CAR,8,6000,5900,5.9,11.2,15.7,2.7
WR,Jaylen Waddle,18,MIA,NE,5,6800,6300,6.3,11.2,13.7,2.2
WR,Michael Gallup,17,DAL,ARI,27,5800,4800,4.8,11.1,12.6,2.6
WR,Gabriel Davis,19,BUF,NE,4,5200,3900,3.9,11.1,12.1,3.1
WR,DK Metcalf,16,SEA,CHI,29,6700,6400,6.4,11.1,12.1,1.9
WR,James Proche II,16,BAL,CIN,16,4700,3000,3,11.1,14.6,4.9
WR,Tyler Lockett,12,SEA,WAS,30,6800,6300,6.3,11.1,12.6,2.0
WR,Kalif Raymond,14,DET,DEN,8,5000,4200,4.2,11.1,13.1,3.1
WR,CeeDee Lamb,14,DAL,WAS,29,7800,7200,7.2,11.1,14.6,2.0
WR,Mecole Hardman,3,KC,LAC,1,5400,3900,3.9,11,12.5,3.2
WR,Mike Evans,4,TB,NE,5,7000,6500,6.5,11,14.5,2.2
WR,Rashod Bateman,10,BAL,MIA,29,5500,4200,4.2,11,14,3.3
WR,Dez Fitzpatrick,11,TEN,HOU,21,4500,3000,3,11,12.5,4.2
WR,Brandon Aiyuk,12,SF,MIN,31,6300,5300,5.3,11,12.5,2.4
WR,Dee Eskridge,13,SEA,SF,9,4600,3000,3,11,12.5,4.2
WR,Tyler Boyd,13,CIN,LAC,2,5700,5000,5,11,13.5,2.7
WR,T.Y. Hilton,17,IND,LV,3,5600,4500,4.5,11,11.5,2.6
WR,Cyril Grayson,16,TB,CAR,6,4500,3000,3,11,12.5,4.2
WR,Christian Kirk,17,ARI,DAL,22,6400,5800,5.8,10.9,13.9,2.4
WR,Tyler Boyd,19,CIN,LV,5,6000,4600,4.6,10.9,12.9,2.8
WR,Kadarius Toney,4,NYG,NO,18,4900,3300,3.3,10.9,13.9,4.2
WR,Davante Adams,6,GB,CHI,24,8500,9000,9,10.9,12.9,1.4
WR,Gabriel Davis,8,BUF,MIA,30,4700,3300,3.3,10.9,12.9,3.9
WR,Stefon Diggs,14,BUF,TB,13,8200,8100,8.1,10.9,14.4,1.8
WR,Cole Beasley,14,BUF,TB,13,5900,5000,5,10.9,15.4,3.1
WR,Tyler Boyd,2,CIN,CHI,30,5700,4700,4.7,10.8,14.3,3.0
WR,Braxton Berrios,2,NYJ,NE,6,4700,3600,3.6,10.8,14.3,4.0
WR,Tre'Quan Smith,8,NO,TB,16,5500,3900,3.9,10.8,12.3,3.2
WR,Tee Higgins,9,CIN,CLE,20,6600,5300,5.3,10.8,13.8,2.6
WR,Ray-Ray McCloud,10,PIT,DET,17,5000,3000,3,10.8,15.3,5.1
WR,T.Y. Hilton,12,IND,TB,12,5500,4000,4,10.8,12.8,3.2
WR,Nico Collins,16,HOU,LAC,2,5200,3400,3.4,10.8,12.3,3.6
WR,James Washington,19,PIT,KC,22,4800,3200,3.2,10.7,11.7,3.7
WR,Olamide Zaccheaus,3,ATL,NYG,16,4600,3500,3.5,10.7,12.2,3.5
WR,Keelan Cole,4,NYJ,TEN,31,4500,3000,3,10.7,12.2,4.1
WR,Ja'Marr Chase,4,CIN,JAX,21,7400,5900,5.9,10.7,13.7,2.3
WR,Marquez Callaway,10,NO,TEN,32,5600,5100,5.1,10.7,11.7,2.3
WR,Emmanuel Sanders,4,BUF,HOU,9,5800,4900,4.9,10.6,13.1,2.7
WR,Calvin Ridley,7,ATL,MIA,30,7300,6600,6.6,10.6,12.6,1.9
WR,Rondale Moore,11,ARI,SEA,9,5200,4200,4.2,10.6,16.1,3.8
WR,Tyler Lockett,17,SEA,DET,10,7100,6400,6.4,10.6,12.1,1.9
WR,Emmanuel Sanders,19,BUF,NE,4,5400,4300,4.3,10.6,11.6,2.7
WR,Mecole Hardman,16,KC,PIT,18,5200,3500,3.5,10.6,12.1,3.5
WR,Rashod Bateman,16,BAL,CIN,16,5600,4500,4.5,10.6,12.6,2.8
WR,Henry Ruggs III,3,LV,MIA,10,5600,5200,5.2,10.5,12.5,2.4
WR,Keenan Allen,5,LAC,CLE,6,7200,6500,6.5,10.5,13.5,2.1
WR,Chris Godwin,5,TB,MIA,12,7600,6300,6.3,10.5,14,2.2
WR,Bryan Edwards,3,LV,MIA,10,5100,3800,3.8,10.4,11.9,3.1
WR,Rashard Higgins,5,CLE,LAC,3,5000,4300,4.3,10.4,11.9,2.8
WR,Odell Beckham Jr.,6,CLE,ARI,23,6000,5100,5.1,10.4,12.9,2.5
WR,Isaiah Ford,10,MIA,BAL,10,4800,3000,3,10.4,12.4,4.1
WR,Amari Cooper,18,DAL,PHI,2,7000,6500,6.5,10.4,12.9,2.0
WR,Demarcus Robinson,17,KC,CIN,16,5000,3000,3,10.3,11.3,3.8
WR,Michael Pittman Jr.,3,IND,TEN,32,5600,5500,5.5,10.3,13.3,2.4
WR,Quintez Cephus,4,DET,CHI,24,5200,4000,4,10.3,12.3,3.1
WR,Jamal Agnew,6,JAX,MIA,29,5000,3500,3.5,10.3,12.8,3.7
WR,DJ Moore,7,CAR,NYG,22,7700,7100,7.1,10.3,13.3,1.9
WR,Van Jefferson,8,LAR,HOU,6,5700,3900,3.9,10.3,11.8,3.0
WR,Jauan Jennings,15,SF,ATL,26,4900,3600,3.6,10.3,11.8,3.3
WR,Allen Lazard,6,GB,CHI,24,5100,3500,3.5,10.2,11.7,3.3
WR,DeAndre Hopkins,13,ARI,CHI,26,7200,6200,6.2,10.2,11.2,1.8
WR,Calvin Ridley,3,ATL,NYG,16,8100,7000,7,10.1,14.1,2.0
WR,Robert Woods,6,LAR,NYG,13,6900,6100,6.1,10.1,11.1,1.8
WR,Elijah Moore,8,NYJ,CIN,11,5200,3900,3.9,10.1,13.1,3.4
WR,Christian Kirk,14,ARI,LAR,12,5800,5400,5.4,10.1,11.6,2.1
WR,Braxton Berrios,15,NYJ,MIA,27,5300,3200,3.2,10.1,10.6,3.3
WR,KhaDarel Hodge,17,DET,SEA,7,4600,3000,3,10.1,12.6,4.2
WR,Shi Smith,16,CAR,TB,11,4600,3000,3,10.1,11.6,3.9
WR,DeVonta Smith,19,PHI,TB,11,6200,5500,5.5,10,12,2.2
WR,Anthony Miller,3,HOU,CAR,8,4500,3200,3.2,10,12,3.8
WR,Cedrick Wilson,4,DAL,CAR,7,5200,4000,4,10,11,2.8
WR,Amon-Ra St. Brown,4,DET,CHI,24,4900,3200,3.2,10,13,4.1
WR,Amon-Ra St. Brown,5,DET,MIN,22,4800,3500,3.5,10,13.5,3.9
WR,T.Y. Hilton,6,IND,HOU,5,5000,4100,4.1,10,12,2.9
WR,Justin Jefferson,6,MIN,CAR,6,7900,8000,8,10,15,1.9
WR,Kenny Stills,9,NO,ATL,13,4700,3000,3,10,11,3.7
WR,Marquez Callaway,9,NO,ATL,13,5400,5000,5,10,11.5,2.3
WR,Gabriel Davis,13,BUF,NE,5,4800,3300,3.3,10,11,3.3
WR,Marvin Jones Jr.,14,JAX,TEN,31,5400,4500,4.5,10,13,2.9
WR,James Proche II,4,BAL,DEN,8,4600,3000,3,9.9,12.4,4.1
WR,Jerry Jeudy,9,DEN,DAL,25,5800,5000,5,9.9,12.9,2.6
WR,Russell Gage,9,ATL,NO,28,5800,4900,4.9,9.9,13.4,2.7
WR,Darius Slayton,18,NYG,WAS,29,5000,3800,3.8,9.9,10.9,2.9
WR,Laquon Treadwell,18,JAX,IND,19,5300,4400,4.4,9.9,11.4,2.6
WR,Odell Beckham Jr.,20,LAR,TB,11,6500,5300,5.3,9.9,12.9,2.4
WR,Antoine Wesley,16,ARI,IND,20,4900,3000,3,9.9,10.9,3.6
WR,Hunter Renfrow,19,LV,CIN,15,7300,6400,6.4,9.8,13.8,2.2
WR,Deebo Samuel,20,SF,GB,20,8600,7600,7.6,9.8,11.3,1.5
WR,Kalif Raymond,3,DET,BAL,26,5100,4000,4,9.8,12.8,3.2
WR,Antonio Brown,4,TB,NE,5,6000,5000,5,9.8,13.3,2.7
WR,Byron Pringle,7,KC,TEN,32,5200,3300,3.3,9.8,12.3,3.7
WR,Corey Davis,10,NYJ,BUF,1,6200,4900,4.9,9.8,13.3,2.7
WR,Diontae Johnson,10,PIT,DET,17,7400,6800,6.8,9.8,14.3,2.1
WR,A.J. Green,11,ARI,SEA,9,5400,4600,4.6,9.8,11.8,2.6
WR,Odell Beckham Jr.,13,LAR,JAX,19,6000,5500,5.5,9.8,10.8,2.0
WR,Greg Ward,15,PHI,WAS,30,4700,3000,3,9.8,10.8,3.6
WR,DJ Moore,15,CAR,BUF,1,6600,6000,6,9.8,12.8,2.1
WR,Elijah Moore,7,NYJ,NE,15,4900,3600,3.6,9.7,10.2,2.8
WR,Tyreek Hill,7,KC,TEN,32,8500,8600,8.6,9.7,12.7,1.5
WR,Tee Higgins,7,CIN,BAL,6,6100,4900,4.9,9.7,13.2,2.7
WR,Mack Hollins,9,MIA,HOU,22,5000,3000,3,9.7,11.2,3.7
WR,Freddie Swain,12,SEA,WAS,30,4700,3000,3,9.7,10.2,3.4
WR,Chase Claypool,12,PIT,CIN,8,6500,6000,6,9.7,11.2,1.9
WR,Jerry Jeudy,13,DEN,KC,16,6100,5400,5.4,9.7,11.7,2.2
WR,Zay Jones,15,LV,CLE,10,5100,7800,7.8,9.7,12.7,1.6
WR,Darnell Mooney,2,CHI,CIN,29,5500,4200,4.2,9.6,12.6,3.0
WR,Michael Pittman Jr.,10,IND,JAX,23,7200,6300,6.3,9.6,12.1,1.9
WR,Tyreek Hill,14,KC,LV,4,8700,8500,8.5,9.6,11.6,1.4
WR,Terry McLaurin,17,WAS,PHI,2,7000,6200,6.2,9.6,13.1,2.1
WR,Tom Kennedy,18,DET,GB,12,4700,3000,3,9.6,10.6,3.5
WR,Demarcus Robinson,19,KC,PIT,12,5000,3300,3.3,9.6,11.6,3.5
WR,Robert Woods,2,LAR,IND,28,6500,5700,5.7,9.5,12,2.1
WR,Freddie Swain,4,SEA,SF,15,4800,3900,3.9,9.5,11,2.8
WR,Kendall Hinton,5,DEN,PIT,28,6000,3000,3,9.5,10.5,3.5
WR,Donovan Peoples-Jones,5,CLE,LAC,3,4900,3000,3,9.5,12,4.0
WR,Jalen Reagor,7,PHI,LV,4,5200,3800,3.8,9.5,10.5,2.8
WR,Rashod Bateman,7,BAL,CIN,10,5300,3400,3.4,9.5,11,3.2
WR,Nick Westbrook-Ikhine,12,TEN,NE,5,5700,4000,4,9.5,10.5,2.6
WR,Allen Robinson II,2,CHI,CIN,29,7200,6200,6.2,9.4,10.4,1.7
WR,Davante Adams,4,GB,PIT,26,8100,7900,7.9,9.4,12.4,1.6
WR,Darnell Mooney,8,CHI,SF,17,5700,4800,4.8,9.4,12.4,2.6
WR,Isaiah McKenzie,10,BUF,NYJ,8,4600,3000,3,9.4,9.9,3.3
WR,Jauan Jennings,12,SF,MIN,31,4800,3000,3,9.4,10.4,3.5
WR,Nico Collins,14,HOU,SEA,6,5100,3000,3,9.4,11.9,4.0
WR,Anthony Schwartz,16,CLE,GB,14,4700,3000,3,9.4,9.9,3.3
WR,Amari Cooper,17,DAL,ARI,27,6700,6600,6.6,9.3,10.8,1.6
WR,Rashod Bateman,17,BAL,LAR,11,5700,4800,4.8,9.3,12.8,2.7
WR,DeAndre Carter,5,WAS,NO,21,4500,3000,3,9.3,11.3,3.8
WR,Courtland Sutton,7,DEN,CLE,29,6700,6400,6.4,9.3,11.8,1.8
WR,Hunter Renfrow,7,LV,PHI,7,5600,4800,4.8,9.3,12.8,2.7
WR,Christian Kirk,10,ARI,CAR,4,6700,5500,5.5,9.3,12.8,2.3
WR,Tyler Boyd,11,CIN,LV,6,5600,4800,4.8,9.3,12.3,2.6
WR,Marquise Brown,15,BAL,GB,16,6700,5900,5.9,9.3,14.3,2.4
WR,Devin Duvernay,3,BAL,DET,15,4900,3900,3.9,9.2,10.2,2.6
WR,Stefon Diggs,3,BUF,WAS,23,7700,7600,7.6,9.2,12.2,1.6
WR,Marvin Jones Jr.,3,JAX,ARI,24,6300,4900,4.9,9.2,12.2,2.5
WR,Diontae Johnson,9,PIT,CHI,31,7200,6700,6.7,9.2,11.7,1.7
WR,Chris Godwin,10,TB,WAS,31,7800,7100,7.1,9.2,12.7,1.8
WR,Julio Jones,20,TEN,CIN,15,5600,4700,4.7,9.2,12.2,2.6
WR,Donovan Peoples-Jones,17,CLE,PIT,23,5600,4100,4.1,9.1,10.6,2.6
WR,Brandon Aiyuk,19,SF,DAL,24,6100,5200,5.2,9.1,11.6,2.2
WR,Keelan Cole,9,NYJ,IND,25,5100,3000,3,9.1,11.6,3.9
WR,Marquez Callaway,11,NO,PHI,4,5800,5100,5.1,9.1,9.6,1.9
WR,Tavon Austin,12,JAX,ATL,21,4900,3000,3,9.1,10.1,3.4
WR,Marquise Brown,12,BAL,CLE,16,7200,6900,6.9,9.1,13.1,1.9
WR,Mike Williams,14,LAC,NYG,18,6900,6000,6,9.1,12.1,2.0
WR,Darnell Mooney,15,CHI,MIN,32,6100,5000,5,9.1,11.6,2.3
WR,Tyler Johnson,8,TB,NO,22,4900,3100,3.1,9,11.5,3.7
WR,Adam Thielen,10,MIN,LAC,2,7000,6700,6.7,9,11.5,1.7
WR,Freddie Swain,18,SEA,ARI,28,4800,3600,3.6,9,9.5,2.6
WR,Cole Beasley,20,BUF,KC,22,5200,4000,4,9,12,3.0
